file,source,chamber,stratum,arm,seg_id,date,speaker,n_words,genre,regime_flag,pangram,fraction_ai,version,prior_p3
atactl009,expansion,TAS,ctl,chamber,TASHA2009-03-04#p1t99w1,2009-03-04,Mr GREEN,209,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl010,expansion,TAS,ctl,chamber,TASHA2018-10-16#p1t144w3,2018-10-16,Dr WOODRUFF,262,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl011,expansion,TAS,ctl,chamber,TASHA2009-03-11#p2t73w0,2009-03-11,Mr WHITELEY,243,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl012,expansion,TAS,ctl,chamber,TASHA2008-11-20#p2t108w1,2008-11-20,Mr MORRIS,288,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl013,expansion,TAS,ctl,chamber,TASHA2006-11-23#p2t34w1,2006-11-23,Mr MORRIS,161,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl014,expansion,TAS,ctl,chamber,TASHA2009-05-20#p2t97w0,2009-05-20,Mr McKIM,359,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl015,expansion,TAS,ctl,chamber,TASHA2006-11-28#p1t54w0,2006-11-28,Mr ROCKLIFF,152,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl016,expansion,TAS,ctl,chamber,TASHA2006-09-28#p2t85w0,2006-09-28,Mr MICHAEL HODGMAN,259,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl017,expansion,TAS,ctl,chamber,TASHA2018-05-24#p1t36w0,2018-05-24,Mr HIDDING,275,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl018,expansion,TAS,ctl,chamber,TASHA2015-09-24#p1t5w0,2015-09-24,Mrs PETRUSMA,172,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl019,expansion,TAS,ctl,chamber,TASHA2007-03-13#p1t72w0,2007-03-13,Mr KONS,127,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl020,expansion,TAS,ctl,chamber,TASHA2010-11-16#p2t92w0,2010-11-16,Mr MORRIS,170,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl021,expansion,TAS,ctl,chamber,TASHA2015-03-04#p1t3w1,2015-03-04,Mr ROCKLIFF,208,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl022,expansion,TAS,ctl,chamber,TASHA2009-03-26#p2t41w0,2009-03-26,Mr BOOTH,240,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl023,expansion,TAS,ctl,chamber,TASHA2015-04-21#p1t127w0,2015-04-21,Ms O'CONNOR,135,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl024,expansion,TAS,ctl,chamber,TASHA2010-08-26#p2t0w0,2010-08-26,Ms GIDDINGS,330,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl025,expansion,TAS,ctl,chamber,TASHA2015-06-02#p1t53w3,2015-06-02,Mr BARNETT,323,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl026,expansion,TAS,ctl,chamber,TASHA2009-05-27#p2t210w0,2009-05-27,Mrs NAPIER,265,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl027,expansion,TAS,ctl,chamber,TASHA2009-05-21#p1t51w0,2009-05-21,Mr MORRIS,219,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl028,expansion,TAS,ctl,chamber,TASHA2019-10-15#p1t43w3,2019-10-15,Ms ARCHER,338,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl029,expansion,TAS,ctl,chamber,TASHA2017-03-14#p1t80w3,2017-03-14,Mr HIDDING,281,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl030,expansion,TAS,ctl,chamber,TASHA2007-03-13#p2t153w2,2007-03-13,Mr WHITELEY,294,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl031,expansion,TAS,ctl,chamber,TASHA2010-09-23#p2t152w0,2010-09-23,Ms O'BYRNE,206,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl032,expansion,TAS,ctl,chamber,TASHA2018-06-12#p1t110w1,2018-06-12,Ms COURTNEY,337,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl033,expansion,TAS,ctl,chamber,TASHA2016-03-17#p1t33w0,2016-03-17,Ms O'CONNOR,202,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl034,expansion,TAS,ctl,chamber,TASHA2009-05-21#p2t139w1,2009-05-21,Mr WHITELEY,234,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl035,expansion,TAS,ctl,chamber,TASHA2007-07-05#p2t1w0,2007-07-05,Mr WILL HODGMAN,129,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl036,expansion,TAS,ctl,chamber,TASHA2017-05-31#p1t23w0,2017-05-31,Ms WHITE,321,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl037,expansion,TAS,ctl,chamber,TASHA2019-04-30#p1t218w0,2019-04-30,Ms HOUSTON,287,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl038,expansion,TAS,ctl,chamber,TASHA2015-09-23#p1t83w3,2015-09-23,Ms DAWKINS,230,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl039,expansion,TAS,ctl,chamber,TASHA2015-08-19#p1t120w2,2015-08-19,Ms O'CONNOR,242,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl040,expansion,TAS,ctl,chamber,TASHA2015-06-17#p1t127w2,2015-06-17,Mr GREEN,214,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl041,expansion,TAS,ctl,chamber,TASHA2008-07-03#p2t251w0,2008-07-03,Mr STURGES,188,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl042,expansion,TAS,ctl,chamber,TASHA2007-10-31#p2t76w0,2007-10-31,Mr BARTLETT,168,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl043,expansion,TAS,ctl,chamber,TASHA2009-06-16#p2t14w7,2009-06-16,Ms GIDDINGS,295,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl044,expansion,TAS,ctl,chamber,TASHA2006-06-20#p2t55w1,2006-06-20,Mr WHITELEY,327,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl045,expansion,TAS,ctl,chamber,TASHA2017-05-31#p1t58w7,2017-05-31,Mrs RYLAH,304,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl046,expansion,TAS,ctl,chamber,TASHA2007-11-20#p2t121w1,2007-11-20,Ms WRIEDT,345,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl047,expansion,TAS,ctl,chamber,TASHA2018-09-18#p1t74w1,2018-09-18,Ms ARCHER,319,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl048,expansion,TAS,ctl,chamber,TASHA2008-10-28#p2t132w0,2008-10-28,Mr STURGES,269,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl049,expansion,TAS,ctl,chamber,TASHA2015-06-11#p1t365w0,2015-06-11,Mr McKIM,132,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl050,expansion,TAS,ctl,chamber,TASHA2016-10-13#p1t82w3,2016-10-13,Ms O'BYRNE,213,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl051,expansion,TAS,ctl,chamber,TASHA2009-09-29#p2t75w0,2009-09-29,Mr McKIM,129,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl052,expansion,TAS,ctl,chamber,TASHA2009-03-10#p2t80w0,2009-03-10,Mr BOOTH,129,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl053,expansion,TAS,ctl,chamber,TASHA2018-09-26#p1t58w0,2018-09-26,Dr WOODRUFF,233,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl054,expansion,TAS,ctl,chamber,TASHA2018-08-29#p1t48w2,2018-08-29,Mr FERGUSON,352,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl055,expansion,TAS,ctl,chamber,TASHA2007-07-05#p2t143w1,2007-07-05,Mr McKIM,197,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl056,expansion,TAS,ctl,chamber,TASHA2007-03-20#p1t40w0,2007-03-20,Mr LENNON,346,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl057,expansion,TAS,ctl,chamber,TASHA2015-09-16#p1t38w3,2015-09-16,Mr GROOM,356,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl058,expansion,TAS,ctl,chamber,TASHA2007-06-07#p2t0w0,2007-06-07,Mr LENNON,345,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
atactl059,expansion,TAS,ctl,chamber,TASHA2010-06-10#p2t98w0,2010-06-10,Ms PETRUSMA,358,,contraction density +364% across the windows; prevalence not separable from a transcription change,Human,0.0,4.0,
avictl000,expansion,VIC,ctl,chamber,VICLC:Adjournment:2016-05-05#t3w0,2016-05-05,Mr MULINO,273,,,Human,0.0,4.0,
avictl001,expansion,VIC,ctl,chamber,VICLC:Members-statements:2017-06-08#t0w0,2017-06-08,Ms WOOLDRIDGE,269,,,Human,0.0,4.0,
avictl002,expansion,VIC,ctl,chamber,VICLC:Committee:2016-06-09#t21w1,2016-06-09,Mr MELHEM,359,,,Human,0.0,4.0,
avictl003,expansion,VIC,ctl,chamber,VICLC:Committee:2015-06-11#t0w1,2015-06-11,Ms PENNICUIK,137,,,Human,0.0,4.0,
avictl004,expansion,VIC,ctl,chamber,VICLC:Second-reading:2018-03-27#t29w0,2018-03-27,Mr MORRIS,231,,,Human,0.0,4.0,
avictl005,expansion,VIC,ctl,chamber,VICLC:Adjournment:2017-08-10#t4w0,2017-08-10,Mr BARBER,329,,,Human,0.0,4.0,
avictl006,expansion,VIC,ctl,chamber,VICLC:Adjournment:2017-05-24#t11w0,2017-05-24,Mr RAMSAY,320,,,Human,0.0,4.0,
avictl007,expansion,VIC,ctl,chamber,VICLA:Second-Reading_b0:2009-11-12#t4w1,2009-11-12,Mr NOONAN,351,,,Human,0.0,4.0,
avictl008,expansion,VIC,ctl,chamber,VICLA:Members-statements:2015-06-25#t15w0,2015-06-25,Ms SPENCE,290,,,Human,0.0,4.0,
avictl009,expansion,VIC,ctl,chamber,VICLA:Second-reading:2017-05-02#t2w9,2017-05-02,Mr PALLAS,288,,,Human,0.0,4.0,
avictl010,expansion,VIC,ctl,chamber,VICLA:Adjournment:2009-06-09#t3w1,2009-06-09,Dr HARKNESS,174,,,Human,0.0,4.0,
avictl011,expansion,VIC,ctl,chamber,VICLC:Second-Reading_b0:2007-06-19#t40w0,2007-06-19,Mr RICH-PHILLIPS,340,,,Human,0.0,4.0,
avictl012,expansion,VIC,ctl,chamber,VICLA:Questions-without-notice-and-ministers-statements:2017-11-29#t32w0,2017-11-29,Mr DONNELLAN,188,,,Human,0.0,4.0,
avictl013,expansion,VIC,ctl,chamber,VICLA:Members-Statements:2008-05-06#t15w0,2008-05-06,Mr TILLEY,221,,,Human,0.0,4.0,
avictl014,expansion,VIC,ctl,chamber,VICLC:Second-reading:2019-03-05#t3w4,2019-03-05,Ms SHING,342,,,Human,0.0,4.0,
avictl015,expansion,VIC,ctl,chamber,VICLA:Second-Reading_b0:2008-05-07#t36w0,2008-05-07,Ms BEATTIE,260,,,Human,0.0,4.0,
avictl016,expansion,VIC,ctl,chamber,VICLA:Adjournment:2007-06-06#t23w0,2007-06-06,Ms NEVILLE,348,,,Human,0.0,4.0,
avictl017,expansion,VIC,ctl,chamber,VICLA:Matters-of-public-importance:2017-05-10#t0w3,2017-05-10,Mr BATTIN,344,,,Human,0.0,4.0,
avictl018,expansion,VIC,ctl,chamber,VICLA:Second-reading:2017-08-23#t0w1,2017-08-23,Ms HUTCHINS,188,,,Human,0.0,4.0,
avictl019,expansion,VIC,ctl,chamber,VICLA:Second-reading:2018-06-05#t13w2,2018-06-05,Ms KILKENNY,352,,,Human,0.0,4.0,
avictl020,expansion,VIC,ctl,chamber,VICLA:Second-reading:2018-02-20#t17w2,2018-02-20,Mr DIMOPOULOS,345,,,Human,0.0,4.0,
avictl021,expansion,VIC,ctl,chamber,VICLC:Second-reading:2018-08-22#t0w3,2018-08-22,Ms DUNN,258,,,Human,0.0,4.0,
avictl022,expansion,VIC,ctl,chamber,VICLA:Questions-without-notice-and-ministers-statements:2018-09-06#t43w0,2018-09-06,Mr ANDREWS,269,,,Human,0.0,4.0,
avictl023,expansion,VIC,ctl,chamber,VICLA:Second-Reading_b1:2006-06-15#t28w0,2006-06-15,Mr WALSH,121,,,Human,0.0,4.0,
avictl024,expansion,VIC,ctl,chamber,VICLA:Second-Reading:2009-08-12#t18w1,2009-08-12,Mr FOLEY,356,,,Human,0.0,4.0,
avictl025,expansion,VIC,ctl,chamber,VICLC:Second-Reading_b3:2009-12-10#t28w1,2009-12-10,Ms HARTLAND,343,,,Human,0.0,4.0,
avictl026,expansion,VIC,ctl,chamber,VICLA:Second-reading:2018-03-07#t51w0,2018-03-07,Ms COUZENS,360,,,Human,0.0,4.0,
avictl027,expansion,VIC,ctl,chamber,VICLA:Constituency-questions:2019-10-16#t4w0,2019-10-16,Mr BURGESS,194,,,Human,0.0,4.0,
avictl028,expansion,VIC,ctl,chamber,VICLA:Second-reading:2017-06-08#t32w0,2017-06-08,Mr MCGUIRE,357,,,Human,0.0,4.0,
avictl029,expansion,VIC,ctl,chamber,VICLA:Members-Statements:2007-10-11#t20w0,2007-10-11,Ms MARSHALL,232,,,Human,0.0,4.0,
avictl030,expansion,VIC,ctl,chamber,VICLA:Questions-without-Notice:2009-10-14#t30w0,2009-10-14,Mr CAMERON,346,,,Human,0.0,4.0,
avictl031,expansion,VIC,ctl,chamber,VICLA:Condolences:2019-04-30#t11w1,2019-04-30,Mr WYNNE,342,,,Human,0.0,4.0,
avictl032,expansion,VIC,ctl,chamber,VICLA:Second-Reading_b0:2007-03-14#t30w1,2007-03-14,Mr K. SMITH,344,,,Human,0.0,4.0,
avictl033,expansion,VIC,ctl,chamber,VICLC:Constituency-questions:2018-08-09#t2w0,2018-08-09,Mr PURCELL,153,,,Human,0.0,4.0,
avictl034,expansion,VIC,ctl,chamber,VICLC:Second-Reading:2006-04-04#t11w0,2006-04-04,Hon. W. R. BAXTER,326,,,Human,0.0,4.0,
avictl035,expansion,VIC,ctl,chamber,VICLC:Constituency-questions:2017-06-23#t8w0,2017-06-23,Mr FINN,267,,,Human,0.0,4.0,
avictl036,expansion,VIC,ctl,chamber,VICLC:Members-statements:2018-05-10#t7w0,2018-05-10,Ms PENNICUIK,302,,,Human,0.0,4.0,
avictl037,expansion,VIC,ctl,chamber,VICLA:Members-statements:2016-12-08#t21w0,2016-12-08,Ms MCLEISH,238,,,Human,0.0,4.0,
avictl038,expansion,VIC,ctl,chamber,VICLC:Committee_b0:2018-07-24#t41w0,2018-07-24,Mr JENNINGS,159,,,Human,0.0,4.0,
avictl039,expansion,VIC,ctl,chamber,VICLC:Committee_b6:2017-11-16#t40w0,2017-11-16,Mr MORRIS,157,,,Human,0.0,4.0,
avictl040,expansion,VIC,ctl,chamber,VICLA:Adjournment:2010-02-24#t9w0,2010-02-24,Ms GREEN,337,,,Human,0.0,4.0,
avictl041,expansion,VIC,ctl,chamber,VICLC:Second-reading:2015-05-28#t11w1,2015-05-28,Ms SYMES,346,,,Human,0.0,4.0,
avictl042,expansion,VIC,ctl,chamber,VICLA:Second-reading:2017-06-08#t65w1,2017-06-08,Mr CRISP,344,,,Human,0.0,4.0,
avictl043,expansion,VIC,ctl,chamber,VICLC:Questions-without-notice:2017-11-29#t4w0,2017-11-29,Ms CROZIER,179,,,Human,0.0,4.0,
avictl044,expansion,VIC,ctl,chamber,VICLA:Questions-without-Notice_b1:2009-04-01#t17w0,2009-04-01,Mr HULLS,335,,,Human,0.0,4.0,
avictl045,expansion,VIC,ctl,chamber,VICLC:Second-Reading:2008-02-07#t0w0,2008-02-07,Mr RICH-PHILLIPS,340,,,Human,0.0,4.0,
avictl046,expansion,VIC,ctl,chamber,VICLC:Constituency-questions:2017-02-09#t0w0,2017-02-09,Ms CROZIER,360,,,Human,0.0,4.0,
avictl047,expansion,VIC,ctl,chamber,VICLA:Adjournment:2006-08-08#t0w0,2006-08-08,Ms ASHER,337,,,Human,0.0,4.0,
avictl048,expansion,VIC,ctl,chamber,VICLA:Members-statements:2015-09-16#t24w0,2015-09-16,Ms KILKENNY,259,,,Human,0.0,4.0,
avictl049,expansion,VIC,ctl,chamber,VICLA:Grievances:2009-04-01#t17w0,2009-04-01,Mrs SHARDEY,213,,,Human,0.0,4.0,
avictl050,expansion,VIC,ctl,chamber,VICLC:Questions-without-notice:2017-05-09#t37w0,2017-05-09,Ms TIERNEY,155,,,Human,0.0,4.0,
avictl051,expansion,VIC,ctl,chamber,VICLA:Second-reading:2019-08-13#t5w3,2019-08-13,Ms THOMAS,354,,,Human,0.0,4.0,
avictl052,expansion,VIC,ctl,chamber,VICLA:Members-Statements:2010-04-15#t10w0,2010-04-15,Ms WOOLDRIDGE,279,,,Human,0.0,4.0,
avictl053,expansion,VIC,ctl,chamber,VICLA:Matters-of-Public-Importance:2010-02-24#t59w0,2010-02-24,Mrs VICTORIA,353,,,Human,0.0,4.0,
avictl054,expansion,VIC,ctl,chamber,VICLA:Questions-without-Notice_b0:2007-08-09#t9w0,2007-08-09,Mr BRUMBY,159,,,Human,0.0,4.0,
avictl055,expansion,VIC,ctl,chamber,VICLC:Committee_b4:2017-11-16#t4w2,2017-11-16,Mrs PEULICH,346,,,Human,0.0,4.0,
avictl056,expansion,VIC,ctl,chamber,VICLC:Second-reading:2016-02-11#t27w4,2016-02-11,Ms PULFORD,353,,,Human,0.0,4.0,
avictl057,expansion,VIC,ctl,chamber,VICLC:Members-Statements:2009-04-02#t4w0,2009-04-02,Mr SOMYUREK,159,,,Human,0.0,4.0,
avictl058,expansion,VIC,ctl,chamber,VICLA:Governor-s-speech:2015-03-19#t15w2,2015-03-19,Mr EREN,238,,,Human,0.0,4.0,
avictl059,expansion,VIC,ctl,chamber,VICLA:Matters-of-Public-Importance:2010-10-06#t16w2,2010-10-06,Mr WELLS,182,,,Human,0.0,4.0,
awactl000,expansion,WA,ctl,chamber,WALC2008-06-19#t68w0,2008-06-19,Hon HELEN MORTON,202,,,Human,0.0,4.0,
awactl001,expansion,WA,ctl,chamber,WALA2019-04-09#t105w1,2019-04-09,Ms S.E. WINTON,355,,,Human,0.0,4.0,
awactl002,expansion,WA,ctl,chamber,WALA2016-06-15#t139w6,2016-06-15,Ms S.F. McGURK,356,,,Human,0.0,4.0,
awactl003,expansion,WA,ctl,chamber,WALA2016-09-06#t178w5,2016-09-06,Mrs M.H. ROBERTS,351,,,Human,0.0,4.0,
awactl004,expansion,WA,ctl,chamber,WALA2006-09-28#t44w1,2006-09-28,Dr S.C. THOMAS,165,,,Human,0.0,4.0,
awactl005,expansion,WA,ctl,chamber,WALA2008-12-03#t292w1,2008-12-03,Mr C.C. PORTER,245,,,Human,0.0,4.0,
awactl006,expansion,WA,ctl,chamber,WALA2007-08-16#t160w1,2007-08-16,Mr P.W. ANDREWS,143,,,Human,0.0,4.0,
awactl007,expansion,WA,ctl,chamber,WALC2015-02-19#t45w1,2015-02-19,Hon ALANNA CLOHESY,353,,,Human,0.0,4.0,
awactl008,expansion,WA,ctl,chamber,WALA2009-09-10#t48w0,2009-09-10,Mr M.W. SUTHERLAND,359,,,Human,0.0,4.0,
awactl009,expansion,WA,ctl,chamber,WALC2009-05-21#t22w6,2009-05-21,Hon GEORGE CASH,339,,,Human,0.0,4.0,
awactl010,expansion,WA,ctl,chamber,WALA2018-06-13#t12w0,2018-06-13,Mr A. KRSTICEVIC,275,,,Human,0.0,4.0,
awactl011,expansion,WA,ctl,chamber,WALA2007-04-05#t51w0,2007-04-05,Ms J.A. RADISICH,265,,,Human,0.0,4.0,
awactl012,expansion,WA,ctl,chamber,WALC2007-03-29#t97w0,2007-03-29,Hon SIMON O’BRIEN,309,,,Human,0.0,4.0,
awactl013,expansion,WA,ctl,chamber,WALA2018-02-20#t97w0,2018-02-20,Mr P.A. KATSAMBANIS,194,,,Human,0.0,4.0,
awactl014,expansion,WA,ctl,chamber,WALC2016-05-18#t10w4,2016-05-18,Hon PETER KATSAMBANIS,297,,,Human,0.0,4.0,
awactl015,expansion,WA,ctl,chamber,WALC2006-09-19#t118w2,2006-09-19,Hon PAUL LLEWELLYN,356,,,Human,0.0,4.0,
awactl016,expansion,WA,ctl,chamber,WALA2016-10-12#t64w0,2016-10-12,Mr W.J. JOHNSTON,349,,,Human,0.0,4.0,
awactl017,expansion,WA,ctl,chamber,WALA2006-08-31#t150w0,2006-08-31,Mr D.A. TEMPLEMAN,222,,,Human,0.0,4.0,
awactl018,expansion,WA,ctl,chamber,WALC2009-06-16#t189w0,2009-06-16,Hon SALLY TALBOT,208,,,Human,0.0,4.0,
awactl019,expansion,WA,ctl,chamber,WALA2008-03-18#t69w0,2008-03-18,Dr K.D. HAMES,357,,,Human,0.0,4.0,
awactl020,expansion,WA,ctl,chamber,WALA2009-06-17#t158w1,2009-06-17,Mr R.H. COOK,359,,,Human,0.0,4.0,
awactl021,expansion,WA,ctl,chamber,WALA2018-03-20#t68w0,2018-03-20,Dr M.D. NAHAN,351,,,Human,0.0,4.0,
awactl022,expansion,WA,ctl,chamber,WALC2018-08-14#t12w0,2018-08-14,Hon KEN BASTON,354,,,Human,0.0,4.0,
awactl023,expansion,WA,ctl,chamber,WALC2009-06-18#t126w0,2009-06-18,Hon KEN TRAVERS,199,,,Human,0.0,4.0,
awactl024,expansion,WA,ctl,chamber,WALA2006-05-23#t354w0,2006-05-23,Mr A.J. CARPENTER,166,,,Human,0.0,4.0,
awactl025,expansion,WA,ctl,chamber,WALC2015-10-15#t12w0,2015-10-15,Hon NIGEL HALLETT,348,,,Human,0.0,4.0,
awactl026,expansion,WA,ctl,chamber,WALA2019-03-21#t100w0,2019-03-21,Ms R. SAFFIOTI,181,,,Human,0.0,4.0,
awactl027,expansion,WA,ctl,chamber,WALA2018-04-11#t108w1,2018-04-11,Ms S.F. McGURK,359,,,Human,0.0,4.0,
awactl028,expansion,WA,ctl,chamber,WALA2016-02-23#t171w3,2016-02-23,Mr M. McGOWAN,358,,,Human,0.0,4.0,
awactl029,expansion,WA,ctl,chamber,WALA2019-03-13#t266w0,2019-03-13,Mr W.J. JOHNSTON,360,,,Human,0.0,4.0,
awactl030,expansion,WA,ctl,chamber,WALA2018-10-09#t98w4,2018-10-09,Mr S.K. L’ESTRANGE,327,,,Human,0.0,4.0,
awactl031,expansion,WA,ctl,chamber,WALA2006-05-24#t825w0,2006-05-24,Dr K.D. HAMES,214,,,Human,0.0,4.0,
awactl032,expansion,WA,ctl,chamber,WALA2007-06-14#t216w0,2007-06-14,Mr J.E. McGRATH,352,,,Human,0.0,4.0,
awactl033,expansion,WA,ctl,chamber,WALA2008-12-04#t205w0,2008-12-04,Mr C.C. PORTER,179,,,Human,0.0,4.0,
awactl034,expansion,WA,ctl,chamber,WALC2007-04-05#t55w0,2007-04-05,Hon JON FORD,337,,,Human,0.0,4.0,
awactl035,expansion,WA,ctl,chamber,WALA2009-11-24#t72w1,2009-11-24,Mr R.H. COOK,247,,,Human,0.0,4.0,
awactl036,expansion,WA,ctl,chamber,WALC2015-02-26#t1w0,2015-02-26,Hon PETER COLLIER,334,,,Human,0.0,4.0,
awactl037,expansion,WA,ctl,chamber,WALC2019-10-16#t59w0,2019-10-16,Hon MARTIN ALDRIDGE,345,,,Human,0.0,4.0,
awactl038,expansion,WA,ctl,chamber,WALA2009-10-15#t6w1,2009-10-15,Mr R.F. JOHNSON,143,,,Human,0.0,4.0,
awactl039,expansion,WA,ctl,chamber,WALA2006-11-29#t18w2,2006-11-29,Mr P.W. ANDREWS,200,,,Human,0.0,4.0,
awactl040,expansion,WA,ctl,chamber,WALA2009-08-11#t210w0,2009-08-11,Mr D.A. TEMPLEMAN,124,,,Human,0.0,4.0,
awactl041,expansion,WA,ctl,chamber,WALA2007-02-28#t247w1,2007-02-28,Mr T.R. SPRIGG,232,,,Human,0.0,4.0,
awactl042,expansion,WA,ctl,chamber,WALA2008-03-13#t59w0,2008-03-13,Mr M.J. COWPER,353,,,Human,0.0,4.0,
awactl043,expansion,WA,ctl,chamber,WALA2019-08-15#t65w0,2019-08-15,Mr M. McGOWAN,124,,,Human,0.0,4.0,
awactl044,expansion,WA,ctl,chamber,WALA2010-10-12#t19w0,2010-10-12,Mr C.J. BARNETT,299,,,Human,0.0,4.0,
awactl045,expansion,WA,ctl,chamber,WALA2017-10-18#t114w0,2017-10-18,Mr R.H. COOK,222,,,Human,0.0,4.0,
awactl046,expansion,WA,ctl,chamber,WALA2018-09-11#t139w4,2018-09-11,Mr R.H. COOK,356,,,Human,0.0,4.0,
awactl047,expansion,WA,ctl,chamber,WALC2009-06-03#t1w5,2009-06-03,Hon GIZ WATSON,310,,,Human,0.0,4.0,
awactl048,expansion,WA,ctl,chamber,WALA2018-08-22#t179w0,2018-08-22,Mrs L.M. HARVEY,135,,,Human,0.0,4.0,
awactl049,expansion,WA,ctl,chamber,WALA2019-05-15#t181w1,2019-05-15,Mr D.T. PUNCH,293,,,Human,0.0,4.0,
awactl050,expansion,WA,ctl,chamber,WALA2009-09-17#t101w0,2009-09-17,Mr D.A. TEMPLEMAN,321,,,Human,0.0,4.0,
awactl051,expansion,WA,ctl,chamber,WALA2010-05-18#t125w0,2010-05-18,Dr J.M. WOOLLARD,347,,,Human,0.0,4.0,
awactl052,expansion,WA,ctl,chamber,WALA2018-02-13#t149w0,2018-02-13,Mr V.A. CATANIA,343,,,Human,0.0,4.0,
awactl053,expansion,WA,ctl,chamber,WALA2018-11-07#t98w0,2018-11-07,Mr M. McGOWAN,250,,,Human,0.0,4.0,
awactl054,expansion,WA,ctl,chamber,WALA2009-05-19#t239w3,2009-05-19,Mr W.J. JOHNSTON,308,,,Human,0.0,4.0,
awactl055,expansion,WA,ctl,chamber,WALA2017-09-12#t178w2,2017-09-12,Ms J.M. FREEMAN,356,,,Human,0.0,4.0,
awactl056,expansion,WA,ctl,chamber,WALA2018-06-19#t180w1,2018-06-19,Ms A. SANDERSON,322,,,Human,0.0,4.0,
awactl057,expansion,WA,ctl,chamber,WALC2019-08-20#t66w0,2019-08-20,Hon COLIN HOLT,173,,,Human,0.0,4.0,
awactl058,expansion,WA,ctl,chamber,WALA2016-11-17#t180w1,2016-11-17,Mr W.J. JOHNSTON,199,,,Human,0.0,4.0,
awactl059,expansion,WA,ctl,chamber,WALA2017-05-17#t11w2,2017-05-17,Mr B. URBAN,345,,,Human,0.0,4.0,
